what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1483421308946
closed,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1483421308947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421315187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421344446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421354368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421416858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1483421416867
opened,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1483421417156
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1483421417182
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1483421420168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421425043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421431919
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1483421436065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421437461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421452951
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483421455280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421499253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421500366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421501512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421630491
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1483421686922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421697621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421788422
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483421788560
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483421788640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421790718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421935646
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1483421987015
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1483421987040
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1483421987086
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1483421987237
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1483421987255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1483421987417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1483421990088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483421995245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422054995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1483422060241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422072510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422074447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1483422079406
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1483422090173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422091636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422093373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483422140861
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422142285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422220490
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1483422227944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422261684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422265287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422280159
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422284477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483422307695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422340732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422421372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422425141
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483422431411
